/home/ostrich/anaconda3/envs/my_master/lib/python3.9/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Could not estimate the number of tokens of the input, floating-point operations will not be computed
{'loss': 0.6907, 'learning_rate': 5.000000000000001e-07, 'rewards/chosen': 0.00278968783095479, 'rewards/rejected': -0.0024118423461914062, 'rewards/accuracies': 0.5, 'rewards/margins': 0.005201529711484909, 'logps/rejected': -290.07196044921875, 'logps/chosen': -201.966064453125, 'logits/rejected': 0.7632055878639221, 'logits/chosen': 0.8970862030982971, 'epoch': 0.0}
{'loss': 0.4298, 'learning_rate': 3.121724717912138e-05, 'rewards/chosen': -0.09059835970401764, 'rewards/rejected': -0.8647927045822144, 'rewards/accuracies': 0.75, 'rewards/margins': 0.7741943001747131, 'logps/rejected': -183.74981689453125, 'logps/chosen': -99.71719360351562, 'logits/rejected': 1.1535110473632812, 'logits/chosen': 1.214754343032837, 'epoch': 0.09}
{'loss': 0.4004, 'learning_rate': 3.045358103491357e-05, 'rewards/chosen': 0.08035163581371307, 'rewards/rejected': -1.1185468435287476, 'rewards/accuracies': 0.875, 'rewards/margins': 1.198898434638977, 'logps/rejected': -295.09906005859375, 'logps/chosen': -466.2563171386719, 'logits/rejected': 0.9515440464019775, 'logits/chosen': 1.1681069135665894, 'epoch': 0.09}
{'loss': 0.5252, 'learning_rate': 2.9684532864643122e-05, 'rewards/chosen': -0.2536660134792328, 'rewards/rejected': -1.046424388885498, 'rewards/accuracies': 0.75, 'rewards/margins': 0.7927583456039429, 'logps/rejected': -223.50257873535156, 'logps/chosen': -206.0293731689453, 'logits/rejected': 1.0606627464294434, 'logits/chosen': 1.2557008266448975, 'epoch': 0.09}
{'loss': 0.6551, 'learning_rate': 2.8910861626005776e-05, 'rewards/chosen': -0.1933969408273697, 'rewards/rejected': -1.1129289865493774, 'rewards/accuracies': 0.625, 'rewards/margins': 0.919532060623169, 'logps/rejected': -323.07025146484375, 'logps/chosen': -376.1424865722656, 'logits/rejected': 0.941798746585846, 'logits/chosen': 1.1117992401123047, 'epoch': 0.09}
{'loss': 0.4637, 'learning_rate': 2.8133330839107608e-05, 'rewards/chosen': -0.24959346652030945, 'rewards/rejected': -0.9767137765884399, 'rewards/accuracies': 0.75, 'rewards/margins': 0.7271202802658081, 'logps/rejected': -196.96975708007812, 'logps/chosen': -130.6451416015625, 'logits/rejected': 0.909034252166748, 'logits/chosen': 1.2519505023956299, 'epoch': 0.09}
{'loss': 1.1975, 'learning_rate': 2.7352707832962865e-05, 'rewards/chosen': -0.8833675980567932, 'rewards/rejected': -0.6931900382041931, 'rewards/accuracies': 0.5, 'rewards/margins': -0.19017767906188965, 'logps/rejected': -180.69229125976562, 'logps/chosen': -170.6285400390625, 'logits/rejected': 0.9458795785903931, 'logits/chosen': 0.835974931716919, 'epoch': 0.09}
{'loss': 0.3751, 'learning_rate': 2.656976298823284e-05, 'rewards/chosen': -0.031928256154060364, 'rewards/rejected': -0.9068356156349182, 'rewards/accuracies': 0.875, 'rewards/margins': 0.8749074339866638, 'logps/rejected': -189.94630432128906, 'logps/chosen': -71.15522003173828, 'logits/rejected': 0.9474745988845825, 'logits/chosen': 1.0955164432525635, 'epoch': 0.09}
{'loss': 0.3604, 'learning_rate': 2.578526897695321e-05, 'rewards/chosen': -0.1732751727104187, 'rewards/rejected': -1.2228127717971802, 'rewards/accuracies': 0.875, 'rewards/margins': 1.0495376586914062, 'logps/rejected': -303.27410888671875, 'logps/chosen': -333.36322021484375, 'logits/rejected': 0.8173269033432007, 'logits/chosen': 1.043717384338379, 'epoch': 0.09}
{'loss': 0.2749, 'learning_rate': 2.5e-05, 'rewards/chosen': -0.06099619343876839, 'rewards/rejected': -1.4226394891738892, 'rewards/accuracies': 1.0, 'rewards/margins': 1.3616430759429932, 'logps/rejected': -209.056396484375, 'logps/chosen': -183.51043701171875, 'logits/rejected': 0.9795894622802734, 'logits/chosen': 1.0138593912124634, 'epoch': 0.09}
{'loss': 0.6172, 'learning_rate': 2.4214731023046793e-05, 'rewards/chosen': -0.09030025452375412, 'rewards/rejected': -0.6889601945877075, 'rewards/accuracies': 0.875, 'rewards/margins': 0.598659873008728, 'logps/rejected': -153.65023803710938, 'logps/chosen': -171.10806274414062, 'logits/rejected': 0.9542088508605957, 'logits/chosen': 0.8777633309364319, 'epoch': 0.09}
{'loss': 0.4524, 'learning_rate': 2.3430237011767167e-05, 'rewards/chosen': -0.18980735540390015, 'rewards/rejected': -1.0515756607055664, 'rewards/accuracies': 0.875, 'rewards/margins': 0.8617683053016663, 'logps/rejected': -177.4311981201172, 'logps/chosen': -124.22283172607422, 'logits/rejected': 1.1805025339126587, 'logits/chosen': 1.2047300338745117, 'epoch': 0.09}
{'loss': 0.9164, 'learning_rate': 2.2647292167037144e-05, 'rewards/chosen': -0.33811894059181213, 'rewards/rejected': -0.7978304624557495, 'rewards/accuracies': 0.75, 'rewards/margins': 0.45971161127090454, 'logps/rejected': -387.0554504394531, 'logps/chosen': -344.6861572265625, 'logits/rejected': 0.9587356448173523, 'logits/chosen': 1.010288953781128, 'epoch': 0.1}
{'loss': 0.4798, 'learning_rate': 2.186666916089239e-05, 'rewards/chosen': -0.024889063090085983, 'rewards/rejected': -1.3883657455444336, 'rewards/accuracies': 0.875, 'rewards/margins': 1.3634765148162842, 'logps/rejected': -231.3007049560547, 'logps/chosen': -222.5960693359375, 'logits/rejected': 1.0306603908538818, 'logits/chosen': 1.1152124404907227, 'epoch': 0.1}
{'loss': 0.5126, 'learning_rate': 2.1089138373994223e-05, 'rewards/chosen': 0.045268937945365906, 'rewards/rejected': -0.515949547290802, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5612185001373291, 'logps/rejected': -173.12892150878906, 'logps/chosen': -222.1429901123047, 'logits/rejected': 1.007344365119934, 'logits/chosen': 1.0108416080474854, 'epoch': 0.1}
{'loss': 0.2489, 'learning_rate': 2.031546713535688e-05, 'rewards/chosen': 0.013909630477428436, 'rewards/rejected': -1.4104723930358887, 'rewards/accuracies': 1.0, 'rewards/margins': 1.4243818521499634, 'logps/rejected': -341.4461669921875, 'logps/chosen': -304.47955322265625, 'logits/rejected': 0.8934962749481201, 'logits/chosen': 0.8853129148483276, 'epoch': 0.1}
{'loss': 0.7255, 'learning_rate': 1.9546418965086442e-05, 'rewards/chosen': -0.5599152445793152, 'rewards/rejected': -1.1458367109298706, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5859214663505554, 'logps/rejected': -233.56005859375, 'logps/chosen': -203.03363037109375, 'logits/rejected': 1.2323570251464844, 'logits/chosen': 1.2295647859573364, 'epoch': 0.1}
{'loss': 0.4924, 'learning_rate': 1.8782752820878634e-05, 'rewards/chosen': -0.1532265543937683, 'rewards/rejected': -1.2353793382644653, 'rewards/accuracies': 0.75, 'rewards/margins': 1.0821527242660522, 'logps/rejected': -261.828369140625, 'logps/chosen': -378.2601318359375, 'logits/rejected': 0.8516504764556885, 'logits/chosen': 0.9815904498100281, 'epoch': 0.1}
{'loss': 0.8339, 'learning_rate': 1.802522234901927e-05, 'rewards/chosen': -0.6140957474708557, 'rewards/rejected': -1.0890432596206665, 'rewards/accuracies': 0.75, 'rewards/margins': 0.4749475121498108, 'logps/rejected': -185.4757080078125, 'logps/chosen': -115.16384887695312, 'logits/rejected': 1.1424121856689453, 'logits/chosen': 1.1844279766082764, 'epoch': 0.1}
{'loss': 0.5259, 'learning_rate': 1.7274575140626318e-05, 'rewards/chosen': -0.1737002432346344, 'rewards/rejected': -1.3313347101211548, 'rewards/accuracies': 0.875, 'rewards/margins': 1.1576343774795532, 'logps/rejected': -257.2082214355469, 'logps/chosen': -215.86294555664062, 'logits/rejected': 0.9041237831115723, 'logits/chosen': 1.0187933444976807, 'epoch': 0.1}
{'loss': 0.5781, 'learning_rate': 1.6531551993867717e-05, 'rewards/chosen': -0.5017873644828796, 'rewards/rejected': -1.5483717918395996, 'rewards/accuracies': 0.75, 'rewards/margins': 1.0465846061706543, 'logps/rejected': -251.86843872070312, 'logps/chosen': -152.20111083984375, 'logits/rejected': 0.9257323145866394, 'logits/chosen': 1.1381169557571411, 'epoch': 0.1}
{'loss': 0.517, 'learning_rate': 1.5796886182883053e-05, 'rewards/chosen': -0.1505221426486969, 'rewards/rejected': -1.0230166912078857, 'rewards/accuracies': 0.875, 'rewards/margins': 0.8724945783615112, 'logps/rejected': -246.3433380126953, 'logps/chosen': -153.9913330078125, 'logits/rejected': 0.8163419365882874, 'logits/chosen': 0.9630999565124512, 'epoch': 0.1}
{'loss': 0.6145, 'learning_rate': 1.5071302734130489e-05, 'rewards/chosen': -0.0796186625957489, 'rewards/rejected': -0.7241911888122559, 'rewards/accuracies': 0.875, 'rewards/margins': 0.6445724964141846, 'logps/rejected': -118.42314147949219, 'logps/chosen': -87.62451934814453, 'logits/rejected': 1.1383965015411377, 'logits/chosen': 1.174764633178711, 'epoch': 0.1}
{'loss': 0.4728, 'learning_rate': 1.4355517710873184e-05, 'rewards/chosen': 0.2513299882411957, 'rewards/rejected': -0.80049067735672, 'rewards/accuracies': 0.75, 'rewards/margins': 1.0518207550048828, 'logps/rejected': -237.85757446289062, 'logps/chosen': -303.20501708984375, 'logits/rejected': 0.9083265662193298, 'logits/chosen': 1.010690450668335, 'epoch': 0.1}
{'loss': 0.5459, 'learning_rate': 1.3650237506511331e-05, 'rewards/chosen': -0.3001428544521332, 'rewards/rejected': -1.0769928693771362, 'rewards/accuracies': 0.75, 'rewards/margins': 0.7768500447273254, 'logps/rejected': -231.4708251953125, 'logps/chosen': -206.1035614013672, 'logits/rejected': 0.8366509675979614, 'logits/chosen': 1.1972172260284424, 'epoch': 0.1}
{'loss': 0.6385, 'learning_rate': 1.2956158147457115e-05, 'rewards/chosen': -0.14405569434165955, 'rewards/rejected': -0.5284990072250366, 'rewards/accuracies': 0.875, 'rewards/margins': 0.3844432830810547, 'logps/rejected': -140.60238647460938, 'logps/chosen': -108.1429443359375, 'logits/rejected': 1.0425703525543213, 'logits/chosen': 0.8833539485931396, 'epoch': 0.1}
{'loss': 0.3335, 'learning_rate': 1.2273964606240718e-05, 'rewards/chosen': 0.047756362706422806, 'rewards/rejected': -1.0356653928756714, 'rewards/accuracies': 1.0, 'rewards/margins': 1.0834217071533203, 'logps/rejected': -167.31967163085938, 'logps/chosen': -67.32492065429688, 'logits/rejected': 0.9306274056434631, 'logits/chosen': 0.9556506872177124, 'epoch': 0.1}
{'loss': 0.7317, 'learning_rate': 1.1604330125525079e-05, 'rewards/chosen': -0.5566984415054321, 'rewards/rejected': -1.0587029457092285, 'rewards/accuracies': 0.625, 'rewards/margins': 0.5020045638084412, 'logps/rejected': -221.46519470214844, 'logps/chosen': -283.5859680175781, 'logits/rejected': 1.023619294166565, 'logits/chosen': 1.0022308826446533, 'epoch': 0.1}
{'loss': 0.3209, 'learning_rate': 1.0947915553696742e-05, 'rewards/chosen': 0.4044880270957947, 'rewards/rejected': -0.8853811025619507, 'rewards/accuracies': 1.0, 'rewards/margins': 1.2898690700531006, 'logps/rejected': -224.3643341064453, 'logps/chosen': -287.9560546875, 'logits/rejected': 0.7240914106369019, 'logits/chosen': 0.9030506610870361, 'epoch': 0.11}
{'loss': 0.3842, 'learning_rate': 1.0305368692688174e-05, 'rewards/chosen': -0.01985293999314308, 'rewards/rejected': -1.2330951690673828, 'rewards/accuracies': 0.875, 'rewards/margins': 1.2132422924041748, 'logps/rejected': -201.50172424316406, 'logps/chosen': -177.70892333984375, 'logits/rejected': 1.1208281517028809, 'logits/chosen': 1.1814446449279785, 'epoch': 0.11}
{'loss': 0.3786, 'learning_rate': 9.677323658675594e-06, 'rewards/chosen': -0.02988102287054062, 'rewards/rejected': -1.0841439962387085, 'rewards/accuracies': 0.875, 'rewards/margins': 1.0542631149291992, 'logps/rejected': -215.58872985839844, 'logps/chosen': -183.27687072753906, 'logits/rejected': 0.8324356079101562, 'logits/chosen': 0.9310175180435181, 'epoch': 0.11}
{'loss': 0.3597, 'learning_rate': 9.064400256282757e-06, 'rewards/chosen': -0.14074468612670898, 'rewards/rejected': -1.179224967956543, 'rewards/accuracies': 0.875, 'rewards/margins': 1.038480281829834, 'logps/rejected': -263.5126953125, 'logps/chosen': -99.46749114990234, 'logits/rejected': 1.1413702964782715, 'logits/chosen': 1.220847249031067, 'epoch': 0.11}
{'loss': 0.6062, 'learning_rate': 8.467203366908707e-06, 'rewards/chosen': -0.2488889843225479, 'rewards/rejected': -0.845517635345459, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5966287851333618, 'logps/rejected': -189.34642028808594, 'logps/chosen': -199.89515686035156, 'logits/rejected': 0.9513896703720093, 'logits/chosen': 0.9776972532272339, 'epoch': 0.11}
{'loss': 0.6282, 'learning_rate': 7.886322351782783e-06, 'rewards/chosen': -0.045729100704193115, 'rewards/rejected': -1.0368562936782837, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9911271929740906, 'logps/rejected': -297.883056640625, 'logps/chosen': -290.7012939453125, 'logits/rejected': 0.8807136416435242, 'logits/chosen': 1.197019100189209, 'epoch': 0.11}
{'loss': 0.264, 'learning_rate': 7.3223304703363135e-06, 'rewards/chosen': 0.08393403887748718, 'rewards/rejected': -1.222516655921936, 'rewards/accuracies': 1.0, 'rewards/margins': 1.3064507246017456, 'logps/rejected': -203.5554962158203, 'logps/chosen': -146.27789306640625, 'logits/rejected': 1.1936451196670532, 'logits/chosen': 1.1842471361160278, 'epoch': 0.11}
{'loss': 0.634, 'learning_rate': 6.775784314464717e-06, 'rewards/chosen': -0.2412572056055069, 'rewards/rejected': -0.7499169707298279, 'rewards/accuracies': 0.875, 'rewards/margins': 0.5086597800254822, 'logps/rejected': -208.943359375, 'logps/chosen': -200.54544067382812, 'logits/rejected': 0.8667445182800293, 'logits/chosen': 0.8749220967292786, 'epoch': 0.11}
{'loss': 0.5266, 'learning_rate': 6.247223259238511e-06, 'rewards/chosen': 0.13547058403491974, 'rewards/rejected': -0.5062392354011536, 'rewards/accuracies': 0.75, 'rewards/margins': 0.6417098045349121, 'logps/rejected': -139.06600952148438, 'logps/chosen': -158.32034301757812, 'logits/rejected': 1.0429824590682983, 'logits/chosen': 0.9526357650756836, 'epoch': 0.11}
{'loss': 0.5198, 'learning_rate': 5.737168930605272e-06, 'rewards/chosen': -0.32026928663253784, 'rewards/rejected': -1.1925053596496582, 'rewards/accuracies': 0.75, 'rewards/margins': 0.8722361326217651, 'logps/rejected': -260.71588134765625, 'logps/chosen': -179.46263122558594, 'logits/rejected': 1.005178689956665, 'logits/chosen': 1.3049346208572388, 'epoch': 0.11}
{'loss': 0.4707, 'learning_rate': 5.24612469060774e-06, 'rewards/chosen': -0.3889358639717102, 'rewards/rejected': -1.4041295051574707, 'rewards/accuracies': 0.75, 'rewards/margins': 1.0151937007904053, 'logps/rejected': -224.57534790039062, 'logps/chosen': -229.47264099121094, 'logits/rejected': 1.0601102113723755, 'logits/chosen': 1.3237900733947754, 'epoch': 0.11}
{'loss': 0.313, 'learning_rate': 4.7745751406263165e-06, 'rewards/chosen': -0.00822087749838829, 'rewards/rejected': -1.0470060110092163, 'rewards/accuracies': 1.0, 'rewards/margins': 1.0387852191925049, 'logps/rejected': -211.60208129882812, 'logps/chosen': -165.92535400390625, 'logits/rejected': 1.1452032327651978, 'logits/chosen': 1.2371898889541626, 'epoch': 0.11}
{'loss': 0.2673, 'learning_rate': 4.322985643135952e-06, 'rewards/chosen': 0.024311542510986328, 'rewards/rejected': -1.2056328058242798, 'rewards/accuracies': 1.0, 'rewards/margins': 1.2299443483352661, 'logps/rejected': -181.86279296875, 'logps/chosen': -148.11805725097656, 'logits/rejected': 1.1699470281600952, 'logits/chosen': 1.2898608446121216, 'epoch': 0.11}
{'loss': 0.8525, 'learning_rate': 3.891801862449629e-06, 'rewards/chosen': -0.636914849281311, 'rewards/rejected': -0.8036791086196899, 'rewards/accuracies': 0.375, 'rewards/margins': 0.16676422953605652, 'logps/rejected': -133.0620880126953, 'logps/chosen': -154.10391235351562, 'logits/rejected': 1.192145824432373, 'logits/chosen': 1.1596322059631348, 'epoch': 0.11}
{'loss': 0.3259, 'learning_rate': 3.4814493249014116e-06, 'rewards/chosen': -0.09651799499988556, 'rewards/rejected': -1.1918225288391113, 'rewards/accuracies': 1.0, 'rewards/margins': 1.0953044891357422, 'logps/rejected': -203.1588592529297, 'logps/chosen': -112.72314453125, 'logits/rejected': 1.133151650428772, 'logits/chosen': 1.150334358215332, 'epoch': 0.11}
{'loss': 0.5712, 'learning_rate': 3.092332998903416e-06, 'rewards/chosen': -0.15844756364822388, 'rewards/rejected': -0.596400260925293, 'rewards/accuracies': 0.75, 'rewards/margins': 0.4379526972770691, 'logps/rejected': -128.15988159179688, 'logps/chosen': -148.85479736328125, 'logits/rejected': 0.9284500479698181, 'logits/chosen': 0.9495949149131775, 'epoch': 0.11}
{'loss': 0.4521, 'learning_rate': 2.7248368952908053e-06, 'rewards/chosen': -0.253108412027359, 'rewards/rejected': -1.3976095914840698, 'rewards/accuracies': 0.875, 'rewards/margins': 1.1445012092590332, 'logps/rejected': -461.45672607421875, 'logps/chosen': -429.5169982910156, 'logits/rejected': 0.9678662419319153, 'logits/chosen': 1.1527152061462402, 'epoch': 0.12}
{'loss': 0.6438, 'learning_rate': 2.379323688349516e-06, 'rewards/chosen': -0.21673400700092316, 'rewards/rejected': -0.8404712080955505, 'rewards/accuracies': 0.875, 'rewards/margins': 0.6237371563911438, 'logps/rejected': -189.5571746826172, 'logps/chosen': -175.12217712402344, 'logits/rejected': 0.9508383274078369, 'logits/chosen': 0.9663143754005432, 'epoch': 0.12}
{'loss': 0.6981, 'learning_rate': 2.0561343579004715e-06, 'rewards/chosen': 0.008840762078762054, 'rewards/rejected': -0.5665189027786255, 'rewards/accuracies': 0.875, 'rewards/margins': 0.5753596425056458, 'logps/rejected': -287.4413146972656, 'logps/chosen': -288.9737548828125, 'logits/rejected': 0.7955111265182495, 'logits/chosen': 1.0420191287994385, 'epoch': 0.12}
{'loss': 0.5825, 'learning_rate': 1.7555878527937164e-06, 'rewards/chosen': -0.1079949289560318, 'rewards/rejected': -0.55022794008255, 'rewards/accuracies': 0.75, 'rewards/margins': 0.44223302602767944, 'logps/rejected': -177.56277465820312, 'logps/chosen': -236.7205047607422, 'logits/rejected': 0.7843471169471741, 'logits/chosen': 0.8892630338668823, 'epoch': 0.12}
{'loss': 0.6754, 'learning_rate': 1.4779807761443636e-06, 'rewards/chosen': -0.24322794377803802, 'rewards/rejected': -0.6223214268684387, 'rewards/accuracies': 0.625, 'rewards/margins': 0.3790934681892395, 'logps/rejected': -128.24026489257812, 'logps/chosen': -123.28262329101562, 'logits/rejected': 1.152795433998108, 'logits/chosen': 1.0018246173858643, 'epoch': 0.12}
{'loss': 0.3921, 'learning_rate': 1.2235870926211619e-06, 'rewards/chosen': -0.026932138949632645, 'rewards/rejected': -1.158965826034546, 'rewards/accuracies': 0.875, 'rewards/margins': 1.1320337057113647, 'logps/rejected': -172.46600341796875, 'logps/chosen': -151.31930541992188, 'logits/rejected': 1.0013151168823242, 'logits/chosen': 0.9982692003250122, 'epoch': 0.12}
{'loss': 0.7196, 'learning_rate': 9.926578580764234e-07, 'rewards/chosen': -0.5397064685821533, 'rewards/rejected': -1.0374908447265625, 'rewards/accuracies': 0.75, 'rewards/margins': 0.4977843165397644, 'logps/rejected': -145.50296020507812, 'logps/chosen': -195.0266571044922, 'logits/rejected': 1.02432119846344, 'logits/chosen': 1.041013479232788, 'epoch': 0.12}
{'loss': 0.6215, 'learning_rate': 7.854209717842231e-07, 'rewards/chosen': -0.20659025013446808, 'rewards/rejected': -0.7191007733345032, 'rewards/accuracies': 0.625, 'rewards/margins': 0.5125105381011963, 'logps/rejected': -115.9598388671875, 'logps/chosen': -186.8377227783203, 'logits/rejected': 1.0038784742355347, 'logits/chosen': 1.0797245502471924, 'epoch': 0.12}
{'loss': 0.5876, 'learning_rate': 6.020809515313142e-07, 'rewards/chosen': -0.08580847084522247, 'rewards/rejected': -0.7581150531768799, 'rewards/accuracies': 0.875, 'rewards/margins': 0.6723065376281738, 'logps/rejected': -180.65948486328125, 'logps/chosen': -186.94378662109375, 'logits/rejected': 1.0787005424499512, 'logits/chosen': 1.0637471675872803, 'epoch': 0.12}
{'loss': 0.3603, 'learning_rate': 4.4281873178278475e-07, 'rewards/chosen': 0.30685293674468994, 'rewards/rejected': -1.0651248693466187, 'rewards/accuracies': 0.875, 'rewards/margins': 1.3719778060913086, 'logps/rejected': -219.79879760742188, 'logps/chosen': -212.53759765625, 'logits/rejected': 0.930237352848053, 'logits/chosen': 1.028753638267517, 'epoch': 0.12}
{'loss': 0.3843, 'learning_rate': 3.077914851215585e-07, 'rewards/chosen': -0.24907764792442322, 'rewards/rejected': -1.6439776420593262, 'rewards/accuracies': 0.875, 'rewards/margins': 1.3948999643325806, 'logps/rejected': -264.19842529296875, 'logps/chosen': -239.69398498535156, 'logits/rejected': 1.0987744331359863, 'logits/chosen': 1.2145261764526367, 'epoch': 0.12}
{'loss': 0.2765, 'learning_rate': 1.9713246713805588e-07, 'rewards/chosen': -0.016319531947374344, 'rewards/rejected': -1.3933377265930176, 'rewards/accuracies': 1.0, 'rewards/margins': 1.3770182132720947, 'logps/rejected': -208.29891967773438, 'logps/chosen': -151.88662719726562, 'logits/rejected': 0.9807197451591492, 'logits/chosen': 1.1163387298583984, 'epoch': 0.12}
{'loss': 0.8578, 'learning_rate': 1.109508849230001e-07, 'rewards/chosen': -0.12281986325979233, 'rewards/rejected': -0.7281729578971863, 'rewards/accuracies': 0.625, 'rewards/margins': 0.605353057384491, 'logps/rejected': -192.32107543945312, 'logps/chosen': -253.2664794921875, 'logits/rejected': 1.2260127067565918, 'logits/chosen': 1.2141236066818237, 'epoch': 0.12}
{'loss': 0.2418, 'learning_rate': 4.9331789293211026e-08, 'rewards/chosen': -0.08220942318439484, 'rewards/rejected': -1.4263042211532593, 'rewards/accuracies': 1.0, 'rewards/margins': 1.3440947532653809, 'logps/rejected': -253.42489624023438, 'logps/chosen': -209.778076171875, 'logits/rejected': 1.1807655096054077, 'logits/chosen': 1.2909214496612549, 'epoch': 0.12}
{'loss': 0.4633, 'learning_rate': 1.233599085671e-08, 'rewards/chosen': 0.04151548072695732, 'rewards/rejected': -0.7055056095123291, 'rewards/accuracies': 0.875, 'rewards/margins': 0.7470211386680603, 'logps/rejected': -241.4772186279297, 'logps/chosen': -353.08404541015625, 'logits/rejected': 0.7332197427749634, 'logits/chosen': 0.747232973575592, 'epoch': 0.12}
{'loss': 0.3676, 'learning_rate': 0.0, 'rewards/chosen': -0.1502479910850525, 'rewards/rejected': -1.3398942947387695, 'rewards/accuracies': 0.875, 'rewards/margins': 1.1896463632583618, 'logps/rejected': -227.29293823242188, 'logps/chosen': -247.17449951171875, 'logits/rejected': 1.1013731956481934, 'logits/chosen': 1.2096011638641357, 'epoch': 0.12}
