/home/ostrich/anaconda3/envs/my_master/lib/python3.9/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Could not estimate the number of tokens of the input, floating-point operations will not be computed
{'loss': 0.6898, 'learning_rate': 1.0000000000000002e-06, 'rewards/chosen': -0.0017918350640684366, 'rewards/rejected': -0.009317183867096901, 'rewards/accuracies': 0.5, 'rewards/margins': 0.007525348570197821, 'logps/rejected': -170.3253631591797, 'logps/chosen': -136.59890747070312, 'logits/rejected': 0.47662580013275146, 'logits/chosen': 0.6007204055786133, 'epoch': 0.0}
{'loss': 0.6681, 'learning_rate': 1.677833383153542e-05, 'rewards/chosen': -0.4819711446762085, 'rewards/rejected': -1.0913456678390503, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.6093745827674866, 'logps/rejected': -187.28477478027344, 'logps/chosen': -164.76535034179688, 'logits/rejected': 0.6210458278656006, 'logits/chosen': 0.7301373481750488, 'epoch': 0.18}
{'loss': 0.2148, 'learning_rate': 1.6285698816954624e-05, 'rewards/chosen': -0.17252342402935028, 'rewards/rejected': -2.156881809234619, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.984358310699463, 'logps/rejected': -243.9263458251953, 'logps/chosen': -120.43167877197266, 'logits/rejected': 0.7628785967826843, 'logits/chosen': 1.0839343070983887, 'epoch': 0.18}
{'loss': 0.4512, 'learning_rate': 1.5796886182883053e-05, 'rewards/chosen': -0.2464362382888794, 'rewards/rejected': -1.2717735767364502, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.0253373384475708, 'logps/rejected': -223.41162109375, 'logps/chosen': -202.94259643554688, 'logits/rejected': 0.6504942178726196, 'logits/chosen': 0.5528792142868042, 'epoch': 0.18}
{'loss': 0.3171, 'learning_rate': 1.5312110338697426e-05, 'rewards/chosen': 0.1855183243751526, 'rewards/rejected': -1.7504892349243164, 'rewards/accuracies': 0.875, 'rewards/margins': 1.9360073804855347, 'logps/rejected': -257.9088134765625, 'logps/chosen': -219.3755340576172, 'logits/rejected': 0.7952557802200317, 'logits/chosen': 0.7606136202812195, 'epoch': 0.19}
{'loss': 0.4951, 'learning_rate': 1.4831583923104999e-05, 'rewards/chosen': -0.17084446549415588, 'rewards/rejected': -1.5204441547393799, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.349599838256836, 'logps/rejected': -215.77740478515625, 'logps/chosen': -233.66590881347656, 'logits/rejected': 0.6684343218803406, 'logits/chosen': 0.83831787109375, 'epoch': 0.19}
{'loss': 0.158, 'learning_rate': 1.4355517710873184e-05, 'rewards/chosen': 0.038174331188201904, 'rewards/rejected': -2.0867321491241455, 'rewards/accuracies': 1.0, 'rewards/margins': 2.124906301498413, 'logps/rejected': -233.44253540039062, 'logps/chosen': -241.68919372558594, 'logits/rejected': 0.754856526851654, 'logits/chosen': 0.7799481153488159, 'epoch': 0.19}
{'loss': 0.6832, 'learning_rate': 1.388412052037682e-05, 'rewards/chosen': -0.455883264541626, 'rewards/rejected': -1.3903608322143555, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9344774484634399, 'logps/rejected': -160.23110961914062, 'logps/chosen': -108.9124755859375, 'logits/rejected': 0.6684713959693909, 'logits/chosen': 0.7278087139129639, 'epoch': 0.19}
{'loss': 0.5305, 'learning_rate': 1.3417599122003464e-05, 'rewards/chosen': -0.34010225534439087, 'rewards/rejected': -1.5440127849578857, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.2039105892181396, 'logps/rejected': -260.1255798339844, 'logps/chosen': -227.79119873046875, 'logits/rejected': 0.7324733734130859, 'logits/chosen': 0.9702445864677429, 'epoch': 0.19}
{'loss': 0.4891, 'learning_rate': 1.2956158147457115e-05, 'rewards/chosen': -0.26216402649879456, 'rewards/rejected': -1.5200867652893066, 'rewards/accuracies': 0.875, 'rewards/margins': 1.257922887802124, 'logps/rejected': -239.2391357421875, 'logps/chosen': -292.2774658203125, 'logits/rejected': 0.7317126989364624, 'logits/chosen': 0.9781051874160767, 'epoch': 0.19}
{'loss': 0.3381, 'learning_rate': 1.2500000000000006e-05, 'rewards/chosen': -0.2727563977241516, 'rewards/rejected': -1.7663151025772095, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.493558645248413, 'logps/rejected': -204.69400024414062, 'logps/chosen': -160.7125244140625, 'logits/rejected': 0.8615251779556274, 'logits/chosen': 0.9649556875228882, 'epoch': 0.19}
{'loss': 0.3119, 'learning_rate': 1.2049324765671749e-05, 'rewards/chosen': 0.06155158579349518, 'rewards/rejected': -1.5443196296691895, 'rewards/accuracies': 0.875, 'rewards/margins': 1.6058710813522339, 'logps/rejected': -196.0696258544922, 'logps/chosen': -193.51840209960938, 'logits/rejected': 0.7999415993690491, 'logits/chosen': 0.9516924023628235, 'epoch': 0.2}
{'loss': 0.4062, 'learning_rate': 1.1604330125525079e-05, 'rewards/chosen': -0.20432153344154358, 'rewards/rejected': -1.537113904953003, 'rewards/accuracies': 0.75, 'rewards/margins': 1.3327925205230713, 'logps/rejected': -189.3958282470703, 'logps/chosen': -202.74855041503906, 'logits/rejected': 0.8193585872650146, 'logits/chosen': 0.7804979085922241, 'epoch': 0.2}
{'loss': 0.7777, 'learning_rate': 1.11652112689164e-05, 'rewards/chosen': -0.4793201982975006, 'rewards/rejected': -1.0877679586410522, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.6084476709365845, 'logps/rejected': -173.0863037109375, 'logps/chosen': -139.5669403076172, 'logits/rejected': 0.8090044260025024, 'logits/chosen': 0.9657265543937683, 'epoch': 0.2}
{'loss': 0.3207, 'learning_rate': 1.0732160807889211e-05, 'rewards/chosen': -0.05629247799515724, 'rewards/rejected': -1.6958781480789185, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.6395856142044067, 'logps/rejected': -208.26678466796875, 'logps/chosen': -185.1573028564453, 'logits/rejected': 0.8863710761070251, 'logits/chosen': 1.0610299110412598, 'epoch': 0.2}
{'loss': 0.375, 'learning_rate': 1.0305368692688174e-05, 'rewards/chosen': -0.19363071024417877, 'rewards/rejected': -1.6900501251220703, 'rewards/accuracies': 0.875, 'rewards/margins': 1.4964193105697632, 'logps/rejected': -236.67306518554688, 'logps/chosen': -221.19651794433594, 'logits/rejected': 0.7506841421127319, 'logits/chosen': 0.9156571626663208, 'epoch': 0.2}
{'loss': 0.8518, 'learning_rate': 9.88502212844063e-06, 'rewards/chosen': -0.5860852599143982, 'rewards/rejected': -1.0435690879821777, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.45748382806777954, 'logps/rejected': -163.0527801513672, 'logps/chosen': -177.01617431640625, 'logits/rejected': 0.9183226823806763, 'logits/chosen': 0.9960063099861145, 'epoch': 0.2}
{'loss': 0.6514, 'learning_rate': 9.471305493042243e-06, 'rewards/chosen': -0.42315977811813354, 'rewards/rejected': -1.144659161567688, 'rewards/accuracies': 0.75, 'rewards/margins': 0.7214994430541992, 'logps/rejected': -179.5694580078125, 'logps/chosen': -219.61595153808594, 'logits/rejected': 0.7592647075653076, 'logits/chosen': 0.9785376787185669, 'epoch': 0.2}
{'loss': 0.1821, 'learning_rate': 9.064400256282757e-06, 'rewards/chosen': -0.08480049669742584, 'rewards/rejected': -1.9970192909240723, 'rewards/accuracies': 1.0, 'rewards/margins': 1.912218689918518, 'logps/rejected': -251.93222045898438, 'logps/chosen': -169.6918182373047, 'logits/rejected': 0.7956624031066895, 'logits/chosen': 1.0212385654449463, 'epoch': 0.2}
{'loss': 0.3182, 'learning_rate': 8.664484900247363e-06, 'rewards/chosen': -0.00883452594280243, 'rewards/rejected': -1.9078896045684814, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.899055004119873, 'logps/rejected': -268.772216796875, 'logps/chosen': -246.11349487304688, 'logits/rejected': 0.6768255233764648, 'logits/chosen': 0.8555456399917603, 'epoch': 0.21}
{'loss': 0.2248, 'learning_rate': 8.271734841028553e-06, 'rewards/chosen': 0.12578296661376953, 'rewards/rejected': -1.835733413696289, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.9615163803100586, 'logps/rejected': -212.78646850585938, 'logps/chosen': -236.91343688964844, 'logits/rejected': 0.7787637710571289, 'logits/chosen': 0.7732314467430115, 'epoch': 0.21}
{'loss': 0.5379, 'learning_rate': 7.886322351782783e-06, 'rewards/chosen': -0.4328874945640564, 'rewards/rejected': -1.4417946338653564, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.0089070796966553, 'logps/rejected': -227.66525268554688, 'logps/chosen': -168.90875244140625, 'logits/rejected': 0.674887478351593, 'logits/chosen': 0.8484314680099487, 'epoch': 0.21}
{'loss': 0.3028, 'learning_rate': 7.508416487165862e-06, 'rewards/chosen': -0.05391101539134979, 'rewards/rejected': -1.4951472282409668, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.4412360191345215, 'logps/rejected': -215.363037109375, 'logps/chosen': -198.5894775390625, 'logits/rejected': 0.574165403842926, 'logits/chosen': 0.6367703080177307, 'epoch': 0.21}
{'loss': 0.2782, 'learning_rate': 7.138183009179922e-06, 'rewards/chosen': -0.1587049514055252, 'rewards/rejected': -2.0632264614105225, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.9045215845108032, 'logps/rejected': -220.0863494873047, 'logps/chosen': -123.80362701416016, 'logits/rejected': 0.8660187125205994, 'logits/chosen': 0.854007363319397, 'epoch': 0.21}
{'loss': 0.3446, 'learning_rate': 6.775784314464717e-06, 'rewards/chosen': -0.1355174481868744, 'rewards/rejected': -1.7823023796081543, 'rewards/accuracies': 0.875, 'rewards/margins': 1.6467846632003784, 'logps/rejected': -225.9038543701172, 'logps/chosen': -233.78564453125, 'logits/rejected': 0.5311049818992615, 'logits/chosen': 0.6971813440322876, 'epoch': 0.21}
{'loss': 0.3034, 'learning_rate': 6.421379363065142e-06, 'rewards/chosen': -0.1159987598657608, 'rewards/rejected': -2.2117857933044434, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.0957868099212646, 'logps/rejected': -246.022216796875, 'logps/chosen': -212.34585571289062, 'logits/rejected': 0.6567410230636597, 'logits/chosen': 1.0241782665252686, 'epoch': 0.21}
{'loss': 0.2297, 'learning_rate': 6.075123608706093e-06, 'rewards/chosen': 0.1701871007680893, 'rewards/rejected': -1.8691754341125488, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.0393624305725098, 'logps/rejected': -255.71200561523438, 'logps/chosen': -268.60809326171875, 'logits/rejected': 0.6154836416244507, 'logits/chosen': 0.8271859288215637, 'epoch': 0.21}
{'loss': 0.3202, 'learning_rate': 5.737168930605272e-06, 'rewards/chosen': 0.007383015472441912, 'rewards/rejected': -1.6877541542053223, 'rewards/accuracies': 0.875, 'rewards/margins': 1.6951370239257812, 'logps/rejected': -248.0494384765625, 'logps/chosen': -254.81336975097656, 'logits/rejected': 0.8787411451339722, 'logits/chosen': 1.1185719966888428, 'epoch': 0.22}
{'loss': 0.353, 'learning_rate': 5.4076635668540075e-06, 'rewards/chosen': -0.10773416608572006, 'rewards/rejected': -1.7669508457183838, 'rewards/accuracies': 0.875, 'rewards/margins': 1.6592166423797607, 'logps/rejected': -214.6650390625, 'logps/chosen': -130.40284729003906, 'logits/rejected': 0.47466567158699036, 'logits/chosen': 0.860241711139679, 'epoch': 0.22}
{'loss': 0.2216, 'learning_rate': 5.086752049395094e-06, 'rewards/chosen': -0.10964667052030563, 'rewards/rejected': -2.2439656257629395, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.1343190670013428, 'logps/rejected': -238.81973266601562, 'logps/chosen': -196.46144104003906, 'logits/rejected': 0.790036678314209, 'logits/chosen': 0.9139885902404785, 'epoch': 0.22}
{'loss': 0.2358, 'learning_rate': 4.7745751406263165e-06, 'rewards/chosen': -0.056061752140522, 'rewards/rejected': -2.0475778579711914, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.99151611328125, 'logps/rejected': -305.0738830566406, 'logps/chosen': -285.52801513671875, 'logits/rejected': 0.6078155040740967, 'logits/chosen': 0.761772096157074, 'epoch': 0.22}
{'loss': 0.6862, 'learning_rate': 4.4712697716574e-06, 'rewards/chosen': -0.7081373333930969, 'rewards/rejected': -1.524093508720398, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.8159562349319458, 'logps/rejected': -197.71835327148438, 'logps/chosen': -142.42739868164062, 'logits/rejected': 0.8378793001174927, 'logits/chosen': 0.6952217221260071, 'epoch': 0.22}
{'loss': 0.3207, 'learning_rate': 4.176968982247514e-06, 'rewards/chosen': -0.025964058935642242, 'rewards/rejected': -1.4424166679382324, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.4164526462554932, 'logps/rejected': -183.55819702148438, 'logps/chosen': -164.61221313476562, 'logits/rejected': 0.82028728723526, 'logits/chosen': 0.8625277280807495, 'epoch': 0.22}
{'loss': 0.4527, 'learning_rate': 3.891801862449629e-06, 'rewards/chosen': -0.1540287286043167, 'rewards/rejected': -1.5095436573028564, 'rewards/accuracies': 0.875, 'rewards/margins': 1.3555148839950562, 'logps/rejected': -209.26144409179688, 'logps/chosen': -175.80276489257812, 'logits/rejected': 0.6405654549598694, 'logits/chosen': 0.9245564937591553, 'epoch': 0.22}
{'loss': 0.3303, 'learning_rate': 3.6158934959873353e-06, 'rewards/chosen': 0.012823883444070816, 'rewards/rejected': -1.5875935554504395, 'rewards/accuracies': 0.875, 'rewards/margins': 1.6004173755645752, 'logps/rejected': -225.29879760742188, 'logps/chosen': -278.3818664550781, 'logits/rejected': 0.6092760562896729, 'logits/chosen': 0.9022015929222107, 'epoch': 0.22}
{'loss': 0.6124, 'learning_rate': 3.3493649053890326e-06, 'rewards/chosen': -0.40014195442199707, 'rewards/rejected': -1.377192735671997, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9770507216453552, 'logps/rejected': -170.09494018554688, 'logps/chosen': -283.2550964355469, 'logits/rejected': 0.8260847926139832, 'logits/chosen': 0.7485754489898682, 'epoch': 0.23}
{'loss': 0.5028, 'learning_rate': 3.092332998903416e-06, 'rewards/chosen': -0.37052032351493835, 'rewards/rejected': -1.7477072477340698, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.3771867752075195, 'logps/rejected': -257.989990234375, 'logps/chosen': -215.0941619873047, 'logits/rejected': 0.8230408430099487, 'logits/chosen': 0.9115744233131409, 'epoch': 0.23}
{'loss': 0.53, 'learning_rate': 2.8449105192196316e-06, 'rewards/chosen': -0.33837586641311646, 'rewards/rejected': -1.6023255586624146, 'rewards/accuracies': 0.875, 'rewards/margins': 1.2639498710632324, 'logps/rejected': -208.98233032226562, 'logps/chosen': -163.52227783203125, 'logits/rejected': 0.7710503935813904, 'logits/chosen': 0.8587539196014404, 'epoch': 0.23}
{'loss': 0.337, 'learning_rate': 2.6072059940146775e-06, 'rewards/chosen': -0.24693085253238678, 'rewards/rejected': -2.0036532878875732, 'rewards/accuracies': 0.875, 'rewards/margins': 1.7567228078842163, 'logps/rejected': -259.70587158203125, 'logps/chosen': -170.88162231445312, 'logits/rejected': 0.9851282238960266, 'logits/chosen': 1.0484850406646729, 'epoch': 0.23}
{'loss': 0.3188, 'learning_rate': 2.379323688349516e-06, 'rewards/chosen': -0.00825237575918436, 'rewards/rejected': -1.825308084487915, 'rewards/accuracies': 0.875, 'rewards/margins': 1.8170557022094727, 'logps/rejected': -322.4949645996094, 'logps/chosen': -387.8642578125, 'logits/rejected': 0.7447349429130554, 'logits/chosen': 0.8244097232818604, 'epoch': 0.23}
{'loss': 0.6408, 'learning_rate': 2.1613635589349756e-06, 'rewards/chosen': -0.3040458858013153, 'rewards/rejected': -1.2374589443206787, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.933413028717041, 'logps/rejected': -218.85324096679688, 'logps/chosen': -157.04554748535156, 'logits/rejected': 0.6449804306030273, 'logits/chosen': 0.8128814697265625, 'epoch': 0.23}
{'loss': 0.4245, 'learning_rate': 1.95342121028749e-06, 'rewards/chosen': -0.30984559655189514, 'rewards/rejected': -1.4854140281677246, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.1755684614181519, 'logps/rejected': -171.43846130371094, 'logps/chosen': -150.8017578125, 'logits/rejected': 0.7551385760307312, 'logits/chosen': 0.8520819544792175, 'epoch': 0.23}
{'loss': 0.2205, 'learning_rate': 1.7555878527937164e-06, 'rewards/chosen': -0.04753518104553223, 'rewards/rejected': -1.7676644325256348, 'rewards/accuracies': 1.0, 'rewards/margins': 1.7201292514801025, 'logps/rejected': -229.6519775390625, 'logps/chosen': -215.66070556640625, 'logits/rejected': 0.7667799592018127, 'logits/chosen': 0.8595987558364868, 'epoch': 0.24}
{'loss': 0.6551, 'learning_rate': 1.5679502627027136e-06, 'rewards/chosen': -0.5235790014266968, 'rewards/rejected': -1.5858756303787231, 'rewards/accuracies': 0.75, 'rewards/margins': 1.062296748161316, 'logps/rejected': -182.85122680664062, 'logps/chosen': -215.06297302246094, 'logits/rejected': 0.9049007892608643, 'logits/chosen': 1.0278228521347046, 'epoch': 0.24}
{'loss': 0.4014, 'learning_rate': 1.3905907440629752e-06, 'rewards/chosen': -0.16801679134368896, 'rewards/rejected': -1.4438902139663696, 'rewards/accuracies': 0.875, 'rewards/margins': 1.2758734226226807, 'logps/rejected': -186.99295043945312, 'logps/chosen': -182.55288696289062, 'logits/rejected': 0.9050058722496033, 'logits/chosen': 0.8900367617607117, 'epoch': 0.24}
{'loss': 0.182, 'learning_rate': 1.2235870926211619e-06, 'rewards/chosen': -0.050699807703495026, 'rewards/rejected': -1.9031081199645996, 'rewards/accuracies': 1.0, 'rewards/margins': 1.8524082899093628, 'logps/rejected': -199.7590789794922, 'logps/chosen': -120.05415344238281, 'logits/rejected': 0.7599058151245117, 'logits/chosen': 0.9678508043289185, 'epoch': 0.24}
{'loss': 0.6927, 'learning_rate': 1.067012561698319e-06, 'rewards/chosen': -0.6104074716567993, 'rewards/rejected': -1.1659553050994873, 'rewards/accuracies': 0.625, 'rewards/margins': 0.5555477142333984, 'logps/rejected': -131.32489013671875, 'logps/chosen': -153.0322265625, 'logits/rejected': 0.9372649192810059, 'logits/chosen': 0.9936692714691162, 'epoch': 0.24}
{'loss': 0.1476, 'learning_rate': 9.209358300585474e-07, 'rewards/chosen': -0.08308057487010956, 'rewards/rejected': -2.0941250324249268, 'rewards/accuracies': 1.0, 'rewards/margins': 2.0110442638397217, 'logps/rejected': -270.64666748046875, 'logps/chosen': -181.80746459960938, 'logits/rejected': 0.8503519892692566, 'logits/chosen': 1.1488285064697266, 'epoch': 0.24}
{'loss': 0.4901, 'learning_rate': 7.854209717842231e-07, 'rewards/chosen': -0.2444072663784027, 'rewards/rejected': -1.2919855117797852, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.0475783348083496, 'logps/rejected': -230.835693359375, 'logps/chosen': -162.6511993408203, 'logits/rejected': 0.5102784633636475, 'logits/chosen': 0.9538218975067139, 'epoch': 0.24}
{'loss': 0.1861, 'learning_rate': 6.605274281709928e-07, 'rewards/chosen': -0.0364813469350338, 'rewards/rejected': -2.0035650730133057, 'rewards/accuracies': 1.0, 'rewards/margins': 1.9670836925506592, 'logps/rejected': -241.0692596435547, 'logps/chosen': -239.2188720703125, 'logits/rejected': 0.8812114000320435, 'logits/chosen': 0.899711012840271, 'epoch': 0.24}
{'loss': 0.5314, 'learning_rate': 5.463099816548579e-07, 'rewards/chosen': -0.2884623110294342, 'rewards/rejected': -1.379401683807373, 'rewards/accuracies': 0.875, 'rewards/margins': 1.0909395217895508, 'logps/rejected': -185.7115478515625, 'logps/chosen': -155.88844299316406, 'logits/rejected': 0.7882398366928101, 'logits/chosen': 0.8450211882591248, 'epoch': 0.25}
{'loss': 0.2286, 'learning_rate': 4.4281873178278475e-07, 'rewards/chosen': -0.07932515442371368, 'rewards/rejected': -1.8734933137893677, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.794168472290039, 'logps/rejected': -207.76666259765625, 'logps/chosen': -128.1078338623047, 'logits/rejected': 0.9111433625221252, 'logits/chosen': 1.0737947225570679, 'epoch': 0.25}
{'loss': 0.4456, 'learning_rate': 3.5009907323737825e-07, 'rewards/chosen': -0.29438158869743347, 'rewards/rejected': -1.9405848979949951, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.6462032794952393, 'logps/rejected': -289.93646240234375, 'logps/chosen': -242.26341247558594, 'logits/rejected': 0.9680866599082947, 'logits/chosen': 0.951171875, 'epoch': 0.25}
{'loss': 0.5106, 'learning_rate': 2.681916759252917e-07, 'rewards/chosen': -0.2584799528121948, 'rewards/rejected': -1.2953968048095703, 'rewards/accuracies': 0.875, 'rewards/margins': 1.036916732788086, 'logps/rejected': -195.50856018066406, 'logps/chosen': -180.6517791748047, 'logits/rejected': 0.594747006893158, 'logits/chosen': 0.6695100665092468, 'epoch': 0.25}
{'loss': 0.3389, 'learning_rate': 1.9713246713805588e-07, 'rewards/chosen': -0.2589606046676636, 'rewards/rejected': -1.8953524827957153, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.6363919973373413, 'logps/rejected': -225.2542724609375, 'logps/chosen': -158.4112548828125, 'logits/rejected': 0.8150438666343689, 'logits/chosen': 1.049239158630371, 'epoch': 0.25}
{'loss': 0.4328, 'learning_rate': 1.3695261579316777e-07, 'rewards/chosen': -0.14574404060840607, 'rewards/rejected': -1.6477956771850586, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.502051591873169, 'logps/rejected': -246.77597045898438, 'logps/chosen': -242.10067749023438, 'logits/rejected': 0.7931935787200928, 'logits/chosen': 0.8136662244796753, 'epoch': 0.25}
{'loss': 0.9095, 'learning_rate': 8.767851876239074e-08, 'rewards/chosen': -0.6999922394752502, 'rewards/rejected': -1.3365745544433594, 'rewards/accuracies': 0.75, 'rewards/margins': 0.6365823149681091, 'logps/rejected': -234.12997436523438, 'logps/chosen': -291.2823486328125, 'logits/rejected': 0.9040437936782837, 'logits/chosen': 0.7205222845077515, 'epoch': 0.25}
{'loss': 0.2231, 'learning_rate': 4.9331789293211026e-08, 'rewards/chosen': -0.025648018345236778, 'rewards/rejected': -1.780578374862671, 'rewards/accuracies': 1.0, 'rewards/margins': 1.7549303770065308, 'logps/rejected': -210.75909423828125, 'logps/chosen': -204.71478271484375, 'logits/rejected': 0.6831841468811035, 'logits/chosen': 0.6823922395706177, 'epoch': 0.25}
{'loss': 0.725, 'learning_rate': 2.192924752854042e-08, 'rewards/chosen': -0.375379741191864, 'rewards/rejected': -1.0993731021881104, 'rewards/accuracies': 0.625, 'rewards/margins': 0.7239933013916016, 'logps/rejected': -211.42222595214844, 'logps/chosen': -203.35751342773438, 'logits/rejected': 0.6476954221725464, 'logits/chosen': 0.8258512020111084, 'epoch': 0.26}
{'loss': 0.2542, 'learning_rate': 5.48291312886251e-09, 'rewards/chosen': 0.13636165857315063, 'rewards/rejected': -1.3098891973495483, 'rewards/accuracies': 1.0, 'rewards/margins': 1.4462507963180542, 'logps/rejected': -214.05833435058594, 'logps/chosen': -231.5218963623047, 'logits/rejected': 0.6118337512016296, 'logits/chosen': 0.8209192752838135, 'epoch': 0.26}
{'loss': 0.4819, 'learning_rate': 0.0, 'rewards/chosen': -0.416134774684906, 'rewards/rejected': -1.448970079421997, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.0328351259231567, 'logps/rejected': -198.24951171875, 'logps/chosen': -140.11480712890625, 'logits/rejected': 1.0067178010940552, 'logits/chosen': 0.9906140565872192, 'epoch': 0.26}
